platform,search_keyword,title,price,deadline,category,applicants,posted_date,url,description
ランサーズ,LP コーディング,【急募】遺品整理会社設立に向けたLP制作・運用支援者募集の仕事 [清掃・設備・警備],"100,000円",,,,,https://www.lancers.jp/work/detail/5500364,プロフィールをご覧いただきありがとうございます！ Studioクリエイターの萩野谷 優希（はぎのや ゆうき）と申... もっと見る
ランサーズ,自動化 ツール,Excelでの社内業務改善構築の仕事 [建築・工務店],"500,000円",,,,,https://www.lancers.jp/work/detail/5500429,ご覧いただき、ありがとうございます。 私は、「事業をどう成長させるか」という経営者目線から、複雑な業務を誰で... もっと見る
ランサーズ,自動化 ツール,【急募】STUDIOのCMS修正・ドメイン設定依頼の仕事 [流通・運輸・交通],"5,000円",,,,,https://www.lancers.jp/work/detail/5500420,HP作成やfacebookページ作成代行サービスを行なっています。 又作成だけでなく運営代行サービスも行なってい... もっと見る
ランサーズ,自動化 ツール,Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事 [美容室・サロン],"100,000円",,,,,https://www.lancers.jp/work/detail/5500360,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  業務システム・ツール開発の仕事  予約システム開発の仕事  Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事・依頼
Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築の仕事 [美容室・サロン]

Square×Make×RemoteLOCK×LINEを用いた無人サロン自動化システム構築に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、予約システム開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

予約システム開発に関連した他の仕事を探す
顧客管理・CRMシステム開発
Salesforce・SFAシステム開発
受発注システム開発
勤怠管理システム開発
見積もり募集の結果

 募集期間

7日間

 提案数

27件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
美容室・サロン
提示した予算
100,000円 ~ 200,000円
依頼概要
【概要】
新規オープン（８〜１０月）の無人よもぎ蒸しサロン（4室）において、予約から鍵発行、顧客通知までの自動化システム構築をお願いいたします。
参考設計あり
https://docs.google.com/spreadsheets/d/1gjZOVFN_yFQ_o3u0bZSC8Y3ahiaoLw1YJh0gQC0_KuU/edit?gid=0#gid=0

【使用ツール】
予約・決済： Square
自動化ハブ： Make (旧Integromat)
スマートロック： RemoteLOCK (API連携)
通知： LINE Messaging API

【主な実装内容】
設計書に基づき、Makeを用いて以下のシナリオを構築していただきます。
予約・決済連携： Square Webhookを受信し、決済状況を判定。
未来予約制限： Square APIを叩き、顧客ごとの同時予約数をカウント・制限。
部屋割り自動判定： 予約開始時刻（20分刻み）に基づき、1〜4号室を自動割り当て。
鍵発行： RemoteLOCK APIを叩き、予約時間のみ有効なPINコードを発行。
LINE通知： 鍵番号・部屋番号・案内文を顧客へ自動送信。
会員管理： サブスク決済失敗時のタグ削除・予約強制キャンセル処理。

【提出物】
Makeシナリオ一式（設定完了状態）

【応募条件】
Make（Integromat）によるAPI連携の実装経験がある方
SquareまたはRemoteLOCKのAPI利用経験がある方（優遇）
エラー処理（リトライ設定等）を適切に考慮できる方
一時停止の理由：内容を変更するため
この仕事に似た予約システム開発の他の仕事を探す
エリア
岡山県"
ランサーズ,Shopify,【長期・主婦歓迎♪】ECショップの商品リサーチ/出品作業のお仕事 ※まずはご応募くださいの仕事 [IT・通信・インターネット],000円,,,,,https://www.lancers.jp/work/detail/5500313,"クラウドソーシング ランサーズ  仕事を探す  Web制作・Webデザインの仕事  ECサイト・ネットショップ構築・運用の仕事  商品登録代行の仕事  【長期・主婦歓迎♪】ECショップの商品リサーチ/出品作業のお仕事 ※まずはご応募くださいの仕事・依頼
【長期・主婦歓迎♪】ECショップの商品リサーチ/出品作業のお仕事 ※まずはご応募くださいの仕事 [IT・通信・インターネット]

【長期・主婦歓迎♪】ECショップの商品リサーチ/出品作業のお仕事 ※まずはご応募くださいに関する仕事・募集案件ページです。クラウドソーシングのランサーズで、商品登録代行に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

商品登録代行に関連した他の仕事を探す
ECサイト・ネットショップ構築
ECサイト・ネットショップ運営代行
在庫・受注管理 (ネットショップ)
ECサイト運用ツール開発
商品紹介文作成
EC商品ページ作成・デザイン
見積もり募集の結果

 募集期間

3日間

 提案数

0件

 当選人数

0 件

(募集人数2人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
IT・通信・インターネット
依頼の目的・背景
売上好調につきスタッフを募集します。◼︎◼︎主婦歓迎♪ 法人不可◼︎◼︎
1から教えますので、未経験で全く問題ございません！ ※パソコン「必須」
私の経験で大丈夫？と思う方、是非気軽にご応募ください！
報酬は月額5000円〜10000円以上、週2〜5回（1-2時間/回）イメージです♪

■ 業務内容/働き方
ECショップの商品リサーチ/出品作業です。
週に2−4日で自由にお決めください。（＋必要な際の打合せのみ=基本はご希望に応じて）
時間も自由です。

■依頼の目的・背景
弊社では楽天市場に海外仕入れの雑貨店を出店しており、
現在、出品数の増加に伴うリサーチ・登録作業の外部委託を検討しております。

■報酬　
　ートライアル時：400円 出品作業を1件の出品
　ー本契約後：出品作業＝400円／件
　ー（将来）：商品リサーチ/出品作業＝600円／件

　★報酬は、上記から税金、システム利用料を差し引いた金額が、受取金額となります。

■依頼詳細
登録依頼数：1品以上／回
ー出品作業　　：商品情報（商品写真／名称／金額／詳細説明等）

登録先：楽天市場
弊社アカウントを使っての出品作業です。

　★全て指示書に従って進めることが出来ます。

■ 応募にあたり、以下ご回答ください　※そのままコピーして使ってください。
応募後：面談　→作業（上記）　→検品（本契約の完了）　→（お互いの希望で）長期契約
-----------------------------------------------------------------------
・御氏名/御年齢
・現在のお仕事（主婦など）
・業務頻度（週に3回、2時間/回など）
・PC経験、出品のご経験
・面談可能な日時（日時2候補）
・ご質問（不安や不明な点、希望等）
-----------------------------------------------------------------------

■こんな方に最適です♪
・小さなお子様のいる主婦の方（騒音、無関係です！）
・インフルエンザ等が心配で在宅で仕事を行いたい方

■ 募集条件
・素直で真面目な方
・報連相のできる方
・マニュアルに沿って作業頂くのみとなります。
・仕事量は基本自由ですが、なるべく5件/回以上をお願いしております。
・禁止事項を守れる方
・パソコンが扱える方

■重視するポイント
長期的に登録作業を代行して頂ける方を探しております。
複数の提案があった場合は、長期的に依頼できる方を重視させて頂きます。

■ 禁止事項
・この仕事を受けている間は他ECショップ関連のお仕事は原則禁止です
・業務で知り得た情報を当社目的以外で利用すること
・業務で知り得た内容を第三者に漏洩すること

※以下に該当の方はご遠慮ください
・現在ご自身でネットショップ運営（楽天/ヤフーショッピング/Amazon/Shopify/BASE等）をされている方
・ご自身のアカウント停止経験がある方
・過去にアカウント停止になった方のECショップ商品登録をしたことがある方
・現在、他のクライアントからECショップ関連の仕事を受けている方

まずは応募、という形で大丈夫です！

商品点数
設定なし
この仕事に似た商品登録代行の他の仕事を探す
依頼のジャンル
IT・通信・テクノロジー
エリア
神奈川県"
ランサーズ,Shopify,【Shopify】越境ECの初期設定代行（配送・関税・多言語設定のみ / 商品登録前）の仕事 [IT・通信・インターネット],"10,000円",,,,,https://www.lancers.jp/work/detail/5500294,HP作成やfacebookページ作成代行サービスを行なっています。 又作成だけでなく運営代行サービスも行なってい... もっと見る
ランサーズ,Shopify,【長期・主婦歓迎♪】ECショップの商品リサーチ/出品作業のお仕事 ※まずはご応募くださいの仕事 [IT・通信・インターネット],000円,,,,,https://www.lancers.jp/work/detail/5499118,はじめまして。高橋拓也と申します。 これまでに教員として3年間、事務職として1年間勤務してまいりました。人と関わ... もっと見る
ランサーズ,Shopify,【Shopifyデザイナー募集】BtoB/C複合型サービスサイトのデザイン（コーディングなし）の仕事 [IT・通信・インターネット],"100,000円",,,,,https://www.lancers.jp/work/detail/5498981,Web事業「monte」代表の山田啓輔と申します。 制作実績200件以上、集客につながるホームページ制作を強みに... もっと見る
ランサーズ,Excel VBA,【急募】CSV マクロ作成のプロを探しています！ 新規受注と納期変更を受注残と比較して抽出したいの仕事 [商社],"20,000 円",,,,,https://www.lancers.jp/work/detail/5498025,プロフィールをご覧いただき、ありがとうございます。 フリーランスエンジニアとして活動しております。 AI技術およびWeb開発を中心に、要件整理から設計・実装・改善提案まで一貫して対応しています。 単に「作る」だけでなく、目的や背景を理解したうえで、ビジネスにとって本当に必要な形を一緒に考えることを大切にしています。 これまで、業務効率化を目的としたWebシステム開発や、既存サ... 続きを読む
ランサーズ,Excel VBA,【急募】生産計画の自動調整マクロ作成依頼の仕事 [工業・製造],"5,000円",,,,,https://www.lancers.jp/work/detail/5492925,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  Web・システム開発の仕事  Excelマクロ作成・VBA開発の仕事  【急募】生産計画の自動調整マクロ作成依頼の仕事・依頼
この募集は2026年03月06日に終了しました。
【急募】生産計画の自動調整マクロ作成依頼の仕事 [工業・製造]

【急募】生産計画の自動調整マクロ作成依頼に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Excelマクロ作成・VBA開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

Excelマクロ作成・VBA開発に関連した他の仕事を探す
Webシステム開発・プログラミング
ソフトウェア・業務システム開発
ゲーム制作・開発
サーバー・ネットワーク構築
データベース設計・構築
プロジェクトマネジメント
その他 (システム開発)
株・FX・仮想通貨ツール開発
スクレイピング・データ収集
コード・バグ修正
見積もり募集の結果

 募集期間

13日間

 提案数

38件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
工業・製造
提示した予算
5,000円 ~ 10,000円
依頼概要
【依頼概要】
・依頼の背景：
生産計画の効率化を図るため、自動調整が可能なマクロを必要としています。手動での調整に時間がかかるため業務改善を目指しています。

・詳しい依頼内容：
生産必要量があるので、制約やキャパシティを考慮しながら日々の生産計画へ調整します

・必要なスキル：
Excel VBAの知識と経験が必須です。

【依頼したい内容】
新規マクロ/VBA作成

【必要な機能】
自動調整機能

【希望するスキル】
Excel関数

【依頼先選びで重視する点】
予算
柔軟な対応
納期

キャンセル理由：
良い提案がなかったため
良い人が見つからなかったため"
ランサーズ,Excel VBA,【エクセル】教育機関向け教材販売・学習管理システムの構築（DB型設計・マトリックス集計）の仕事 [新聞・雑誌・出版],"20,000 円",,,,,https://www.lancers.jp/work/detail/5493275,"▼ コンセプト 「作るだけ」じゃない。データ設計から一緒に考えます。 「Excelツールを作ってほしい」というご依頼、大歓迎です。 ただ、私が最も価値を発揮できるのは、その""前段階""。 ・そもそも、このデータ構造で大丈夫？ ・入力項目、もっとシンプルにできない？ ・将来の拡張を見据えた設計になっている？ こうした「上流」の視点から、一緒に考えます。 ▼ 強み ... 続きを読む"
ランサーズ,Excel VBA,養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集の仕事 [農林・水産・鉱業],"100,000円",,,,,https://www.lancers.jp/work/detail/5488109,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  Web・システム開発の仕事  Excelマクロ作成・VBA開発の仕事  養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集の仕事・依頼
この募集は2026年02月12日に終了しました。
養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集の仕事 [農林・水産・鉱業]

養鰻管理Excelの判断ロジック（給餌）を理解し、継続的に伴走できる方を募集に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Excelマクロ作成・VBA開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

Excelマクロ作成・VBA開発に関連した他の仕事を探す
Webシステム開発・プログラミング
ソフトウェア・業務システム開発
ゲーム制作・開発
サーバー・ネットワーク構築
データベース設計・構築
プロジェクトマネジメント
その他 (システム開発)
株・FX・仮想通貨ツール開発
スクレイピング・データ収集
コード・バグ修正
見積もり募集の結果

 募集期間

3日間

 提案数

65件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
農林・水産・鉱業
提示した予算
100,000円 ~ 200,000円
依頼概要
依頼概要

養鰻業（うなぎ養殖）の現場で日常的に使用している
Excelベースの養鰻管理表について、
単発の修正対応ではなく、

内容・意図を理解した上での改善

現場判断（特に給餌）の構造整理

将来を見据えた設計の見直し
を、中長期で一緒に進めていただける方を募集しています。

本案件は
「作って終わり」「直して終わり」ではありません。
継続的に関わり、育てていく前提の依頼です。

本案件のスタンス（必読）

この仕事は、
スピード重視・数をこなすタイプの案件ではありません。

現場の判断を丁寧に聞き

何を数値化し、何を残すかを整理し

壊れない形でExcelに落とす

こうしたプロセスを、
腰を据えて考えられる方のみを対象としています。

最初の対象範囲

給餌判断ロジックの整理・可視化

水温

給餌量

完食時間

前日比

注意・異常フラグ など

※ 他の判断（病気・出荷等）は、給餌整理後に段階的に検討

お願いしたい役割

既存Excelの構造・計算・運用の理解

現場判断のヒアリングとロジック分解

判断条件の言語化・整理

改善提案（理由・影響範囲を説明できること）

継続的な微調整・相談対応

AI活用について

将来的に、
判断補助・業務改善を目的とした AI活用 を検討しています。

ただし、

いきなりAIに任せることはしません

まずExcel上で判断構造を整理します

AI学習への利用は
目的・範囲を明確にし、必ず事前合意の上でのみ実施します

※ 無断利用・二次利用は一切不可

【重要】求める人物像

以下にすべて当てはまる方を希望します。

既存の業務管理Excelを読み解いて改善した経験がある

業務判断を「条件・分岐・状態」として整理できる

単発案件より、継続的な関係を重視している

修正前に「なぜそうするか」を説明できる

業務を理解せずに作業しない姿勢を持っている

※
VBA・AI実装スキルより
業務理解力・思考整理力・対話力を重視します。

※
短期案件中心の方／即レス・即納を重視する方は
今回は対象外です。

契約・関わり方

初回：現状把握・引継ぎ・整理（数時間〜）

その後：

月数時間〜

必要に応じてスポット対応

長期（半年〜）での継続を想定しています

応募時の必須質問（回答必須）

以下に具体的にお答えください。

既存の業務管理Excelを引き継いだ経験と、その際に最初に行ったこと

業務の「判断」をロジック化する際、注意している点

継続案件で関わる際に、あなたが大切にしていること

月1〜数回程度の継続対応は可能ですか

※
この質問への回答内容を重視して選考します。
簡易回答の場合、見送りとなります。

補足

養殖・水産の専門知識は不要です

ただし、現場業務を尊重しながら考えられる方を希望します

? 最後に（かなり重要）
現時点で致命的な不具合はありません。
今後の継続運用・判断整理・将来対応を見据えた募集です。

業務内容を理解せず、
指示通りの修正のみを行う方は
今回の募集対象ではありません。
一時停止の理由：多くの方に応募いただき選定してます。
キャンセル理由：ランサーズ上の別"
ランサーズ,Excel VBA,【急募】日繰資金繰表自動算出ツールの開発依頼の仕事 [卸売・小売],"20,000円",,,,,https://www.lancers.jp/work/detail/5484458,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  Web・システム開発の仕事  Excelマクロ作成・VBA開発の仕事  【急募】日繰資金繰表自動算出ツールの開発依頼の仕事・依頼
この募集は2026年02月08日に終了しました。
【急募】日繰資金繰表自動算出ツールの開発依頼の仕事 [卸売・小売]

【急募】日繰資金繰表自動算出ツールの開発依頼に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Excelマクロ作成・VBA開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

Excelマクロ作成・VBA開発に関連した他の仕事を探す
Webシステム開発・プログラミング
ソフトウェア・業務システム開発
ゲーム制作・開発
サーバー・ネットワーク構築
データベース設計・構築
プロジェクトマネジメント
その他 (システム開発)
株・FX・仮想通貨ツール開発
スクレイピング・データ収集
コード・バグ修正
見積もり募集の結果

 募集期間

5日間

 提案数

43件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
卸売・小売
提示した予算
20,000円 ~ 50,000円
依頼概要
【依頼概要】
・依頼の背景：
日々の資金管理を効率化するため、日繰資金繰表を自動で算出できるツールが必要です。手作業では時間がかかり、ミスも多いため、自動化を図りたいと考えています。

・詳しい依頼内容：
Excel VBAまたはマクロを使用して、日繰資金繰表を自動的に算出するツールを作成していただきます。具体的には、収入や支出のデータを入力すると、自動で残高や予測などが表示される機能が求められます。

・必要なスキル：
Excel VBAやマクロに関する知識と経験が必須です。また、Excel関数についても理解していることが望ましいです。

【依頼したい内容】
新規マクロ/VBA作成

【必要な機能】
自動算出機能

【希望するスキル】
Excel関数
Googleスプレッドシート

【依頼先選びで重視する点】
なし

一時停止の理由：委託エンジニアが見つけたため
（自動メッセージ）選定期限を経過しても当選決定やキャンセルが行われなかったため、自動キャンセルとなりました。"
ランサーズ,AI開発,大手製造業向け センサー画像解析・高画質化のR&Dを支援するAIエンジニア募集（画像生成／超解像）の仕事 [IT・通信・インターネット],"300,000円",,,,,https://www.lancers.jp/work/detail/5427956,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  講師・ITコンサルタントの仕事  ITコンサルタントの仕事  大手製造業向け センサー画像解析・高画質化のR&Dを支援するAIエンジニア募集（画像生成／超解像）の仕事・依頼
この募集は2026年03月06日に終了しました。
大手製造業向け センサー画像解析・高画質化のR&Dを支援するAIエンジニア募集（画像生成／超解像）の仕事 [IT・通信・インターネット]

大手製造業向け センサー画像解析・高画質化のR&Dを支援するAIエンジニア募集（画像生成／超解像）に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、ITコンサルタントに関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

ITコンサルタントに関連した他の仕事を探す
プログラミング講師・メンター
見積もり募集の結果

 募集期間

7日間

 提案数

39件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
IT・通信・インターネット
提示した予算
300,000円 ~ 500,000円
依頼概要
私たちは企業のAI活用を支援しているコンサルティング会社です。
現在、製造業のクライアント様から「センサー画像解析・高画質化のR&D」に関するご相談を受けており、共に伴走してくださるエンジニアの方を探しています。

【プロジェクト概要】
クライアントは独自のセンサーを開発されていますが、「センサーから取得できる画像の空間分解能が低い（粗い）」という技術的課題をお持ちです。
本プロジェクトは、この「粗いセンサー画像」に対し、AI・機械学習技術（超解像など）を用いて「高解像度のカメラ画像」のように再構成することの実現可能性を検証する、研究開発（R&D）フェーズの取り組みです。

【具体的な業務内容】
・現状課題（分類）のクリア：まず、クライアントが保有する低解像度のセンサー画像（例：グー・チョキ・パーの手の形を写したもの）を、高精度で分類するAIモデルの構築。
・メインテーマ（画像生成）：上記（分類）の検証を踏まえ、本プロジェクトの主目的である「低解像度画像から高解像度画像への変換（超解像）」に取り組みます。スーパーレゾリューション（Super Resolution）やImage-to-Image翻訳（GANs, Diffusion Modelsなど）の技術を中心に、最適なアプローチを調査・選定します。
・技術調査・実装・検証：最新のAI論文の文献調査、CNNやTransformer系モデルなどの選定、実装、および検証。
・レポーティング：定期的な進捗報告（2週間に1回程度を想定）。

【契約期間】
1ヶ月程度
※研究開発プロジェクトのため、検証結果や進捗により、次のステップ（延長）をご相談する可能性があります。

【必要なスキル・経験（必須）】
・コンピュータビジョン（CV）分野におけるAIモデルの開発経験（設計・実装）
・超解像（Super Resolution）や画像生成（GANs, Diffusion Models等）に関する深い知見と実装経験
・CNN、Transformer（Vision Transformer等）を用いた画像認識・生成モデルの実装経験
・最新のAI論文を調査・読解し、アルゴリズムを実装・検証できる能力
・高性能なGPUマシン（ローカル）をお持ちの方、またはクラウド（AWS/GCP等）でのAI開発・学習経験

【歓迎するスキル・経験】
・距離学習（Metric Learning）など、特定のドメインにおける高度な分類モデルの実装経験
・レーダーやLiDARなど、センサーデータの解析・処理経験
・技術的な実現可能性（FS）を探る、研究開発（R&D）フェーズのプロジェクト推進経験

【求める人物像】
・技術的に難易度の高いR&D課題に対し、自律的に調査・検証・報告を推進できる方
・リモートワーク環境で、円滑なコミュニケーションが取れる方

【開発環境・リソースについて】
AIモデルの学習・検証に必要なGPU計算リソース（マシン）について、ご自身の環境を利用されるか、別途クラウド（AWS等）利用料としてお見積りに含めるか、ご提案時にご教示ください。

【ご応募にあたって】
ご応募の際は、お手数ですが下記を必ず添えてご提案ください。
・希望時給（税抜）
・*****、職務経歴書

（※一部文言を非公開としました※ランサーズ事務局）

【ご注意ください】
恐れ入りますが、AIを使った文章でのご応募はお断りしております。

ご不明な点が"
ランサーズ,AI開発,産業機械向けAI異常検知・状態推定システムの開発・導入支援エンジニア募集（AI／エッジ・組み込み）の仕事 [IT・通信・インターネット],"200,000円",,,,,https://www.lancers.jp/work/detail/5450864,これまで大学〜大学院での学校支援プロジェクトや学会発表を経験後、公立小の教員を経験。その後以前から関心があったIT... もっと見る
ランサーズ,AI開発,大企業の業務効率化AIプロジェクトの技術方針策定を支援するAIテックリード募集の仕事 [IT・通信・インターネット],"300,000円",,,,,https://www.lancers.jp/work/detail/5423720,はじめまして。 これまで開発会社に所属したエンジニアとして、多数のプロジェクトを成功に導いてきました。 特... もっと見る
ランサーズ,AI開発,【ペア参加必須】英会話音声収録（在宅・アプリ使用）の仕事 [IT・通信・インターネット],"500,000円",,,,,https://www.lancers.jp/work/detail/5493499,はじめまして！ 元システムエンジニアのWebデザイナー、「yucreate（ユークリエイト）」です。 1年半ほ... もっと見る
ランサーズ,AI開発,不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）の仕事 [IT・通信・インターネット],"5,000円",,,,,https://www.lancers.jp/work/detail/5489563,"クラウドソーシング ランサーズ  仕事を探す  システム開発・運用の仕事  Web・システム開発の仕事  Webシステム開発・プログラミングの仕事  不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）の仕事・依頼
この募集は2026年02月13日に終了しました。
不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）の仕事 [IT・通信・インターネット]

不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Webシステム開発・プログラミングに関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。

Webシステム開発・プログラミングに関連した他の仕事を探す
ソフトウェア・業務システム開発
Excelマクロ作成・VBA開発
ゲーム制作・開発
サーバー・ネットワーク構築
データベース設計・構築
プロジェクトマネジメント
その他 (システム開発)
株・FX・仮想通貨ツール開発
スクレイピング・データ収集
コード・バグ修正
見積もり募集の結果

 募集期間

3日間

 提案数

20件

 当選人数

0 件

(募集人数1人)

この案件の内容を参考に募集する
案件に提案したい
見積もり募集の内容
依頼主の業種
IT・通信・インターネット
提示した予算
5,000円 ~ 10,000円
依頼概要
■ 募集概要（日本人エンジニア限定）

不動産管理業務に特化したオリジナル業務システムの開発に伴い、
要件定義から設計・実装・運用まで一貫して対応できるエンジニアを募集します。

本プロジェクトでは、Cursor / Claude Code / GitHub Copilot などの
AI開発支援ツールを活用し、PoC・MVP開発を起点に、
段階的に本格システムへと進化させる開発スタイルを採用しています。

まずは小規模なテスト案件から参画いただき、
成果・技術力・コミュニケーションの相性を確認した上で、
本開発プロジェクトへの本格参画を予定しています。

技術力だけでなく、要件理解力・課題解決力・コミュニケーション力を重視します。

────────────────────

■ 業務内容

【不動産管理システムのフルスクラッチ開発】

・物件管理（賃貸・売買・契約情報の一元管理）
・入居者／オーナー管理（顧客情報・履歴管理）
・契約管理（契約更新、解約、書類管理）
・家賃／請求管理（自動計算、帳票出力）
・修繕／問い合わせ管理（業務フローの自動化）
・KPIダッシュボード（稼働率、収益分析、権限管理）
・業務特化型AIチャットボットの設計・実装
・外部サービス連携（会計システム、Google Calendar、LINE等）

────────────────────

■ 要件定義・設計

・クライアントへのヒアリング、業務課題の整理
・業務フロー設計、システム設計、技術選定
・プロトタイプ作成と改善を繰り返すアジャイル開発

────────────────────

■ AI駆動開発

・Cursor / Claude Code / GitHub Copilot を活用した高速開発
・AI生成コードのレビュー、リファクタリング、品質担保

────────────────────

■ インフラ・デプロイ

・AWS / GCP / Vercel / Supabase 等を用いたシステム構築・運用
・得意領域を中心に担当（すべて対応する必要はありません）

────────────────────

■ プロジェクトの特徴

・不動産業務に特化したオリジナルSaaS開発
・PoC / MVP開発を中心とした段階的な開発プロセス
・小規模テスト案件 → 本開発へのステップアップ
・開発期間：1ヶ月〜6ヶ月程度
・少人数チームで裁量を持って開発
・フルリモート可
・長期継続案件の可能性あり

────────────────────

■ 必須スキル

・Webアプリケーション開発の実務経験（1年以上）
・フルスクラッチ開発経験
・Git / GitHub を用いた開発経験
・AI開発支援ツールの利用経験（Cursor / Copilot / Claude等）
・技術内容を論理的に説明できるコミュニケーション能力

────────────────────

■ 歓迎スキル

・要件定義〜デプロイまで一貫して対応できる方
・業務システム開発経験（不動産、CRM、ERP、勤怠管理など）
・外部API連携の実装経験（LINE、Google API、"
