platform,search_keyword,title,price,price_yen,deadline,remaining_days,category,applicants,posted_date,url,description
ランサーズ,LINE Bot,【AIシステム構築】次のテストに向けた宿題自動出題システムの仕事 [資格・習い事],"100,000円",100000,,,,,,https://www.lancers.jp/work/detail/5453785,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 AI (人工知能)・機械学習・ChatGPTの仕事 ChatGPT開発の仕事 【AIシステム構築】次のテストに向けた宿題自動出題システムの仕事・依頼 この募集は2025年12月20日に終了しました。 【AIシステム構築】次のテストに向けた宿題自動出題システムの仕事 [資格・習い事] 【AIシステム構築】次のテストに向けた宿題自動出題システムに関する仕事・募集案件ページです。クラウドソーシングのランサーズで、ChatGPT開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 ChatGPT開発に関連した他の仕事を探す AIチャットボット開発 機械学習・ディープラーニング AIアノテーション 見積もり募集の結果 募集期間 5日間 提案数 54件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 資格・習い事 提示した予算 100,000円 ~ 200,000円 依頼概要 【依頼概要】 ・依頼の背景： 教育現場や家庭での学習支援を目的とし、AIを活用して効率的に宿題を出題するシステムを構築したいと考えています。 宿題をデータは最初から限定（決まった指定のテキストから）出すと決まっていますので、 データをすべてインプットすることは可能です。PDFデータすべて完備 環境：生徒と教師はLINEで繋がっていますので、LINEが理想です。 　　　UIをロボットと見せるのは、少し不安なので、アプリでもいいかなと想像しています 　　　LINEでも可 弊社側で所有している教材のデータすべてご共有します。 ・詳しい依頼内容： ユーザーが指定した科目やレベルに応じて、自動的に宿題を生成し、次回のテスト準備をサポートする機能を持つシステムの開発を希望しています。具体的には、問題作成アルゴリズムやデータベースとの連携が必要です。 ・必要なスキル： AIプログラミング、データベース管理、API連携、少しの教育関連知識が求められます。なければこちらでサポートしますので、ご安心ください 【サイトの種類】 チャットボット連携（Slackとの連携など） 効率化システム開発 【連携する媒体】 Gmail Google spreadsheet LINE bot 【希望するスキル】 Python 【用意しているもの】 仕様書 【継続した開発が必要か】 わからないので相談したい 【依頼先選びで重視する点】 こまめな連絡 業務経験・知識 （自動メッセージ）選定期限を経過しても当選決定やキャンセルが行われなかったため、自動キャンセルとなりました。 この仕事に似たChatGPT開発の他の仕事を探す エリア 熊本県"
ランサーズ,GAS スプレッドシート,【急募】1週間でGASを用いたカレンダー同期システム構築の仕事 [コンサルティング・シンクタンク],"50,000 円",50000,,,,,,https://www.lancers.jp/work/detail/5491203,【自己PR】 ラジオ番組制作、法人営業、新規事業担当として多様な業務を経験してきました。 その中で一貫して取り組んできたのが、テクノロジーを活用した業務効率化と顧客体験の向上です。 【強み】 1. 現場目線での業務自動化・効率化 「現場の課題を解決するための技術活用」を得意としています。 実績例: Google Apps Script(GAS)活用: アンケート集計業務を1... 続きを読む
ランサーズ,WordPress,【急募】地域SEOに強いWordPress制作者を探しています！の仕事 [建築・工務店],"50,000円",50000,,,,,,https://www.lancers.jp/work/detail/5500631,これまで中小企業様のWeb提案営業として3年間、導線設計と構成整理に携わってきました。 現在は、制作担当と連... もっと見る
ランサーズ,スクレイピング,【外国人大歓迎】【緊急】eBay在庫管理ツールの不具合修正＋継続保守エンジニア募集の仕事 [卸売・小売],"20,000 円",20000,,,,,,https://www.lancers.jp/work/detail/5497930,プロフィールをご覧いただきありがとうございます。 AIエンジニア / Cognitive AppDev 代表のホサインです。 ■ 専門分野 ChatGPT API・Claude API・LLMを活用した生成AIシステムの設計・開発を得意としています。 業務自動化・DX推進・AIチャットボット・自動応答システムの構築が主な実績です。 ■ 実績 ・累計13件以上のプロジェクト... 続きを読む
ランサーズ,WordPress,【急募】WordPressでデザインを忠実に再現できる方を探しています！の仕事 [広告・イベント・プロモーション],"20,000円",20000,,,,,,https://www.lancers.jp/work/detail/5500287,Web事業『InnovationX』代表の平野と申します。 使いやすく集客力を高めるWEBサイトを提供します。 ... もっと見る
ランサーズ,Excel VBA,【急募】CSV マクロ作成のプロを探しています！ 新規受注と納期変更を受注残と比較して抽出したいの仕事 [商社],"20,000 円",20000,,,,,,https://www.lancers.jp/work/detail/5498025,プロフィールをご覧いただき、ありがとうございます。 フリーランスエンジニアとして活動しております。 AI技術およびWeb開発を中心に、要件整理から設計・実装・改善提案まで一貫して対応しています。 単に「作る」だけでなく、目的や背景を理解したうえで、ビジネスにとって本当に必要な形を一緒に考えることを大切にしています。 これまで、業務効率化を目的としたWebシステム開発や、既存サ... 続きを読む
ランサーズ,Excel VBA,【エクセル】教育機関向け教材販売・学習管理システムの構築（DB型設計・マトリックス集計）の仕事 [新聞・雑誌・出版],"20,000 円",20000,,,,,,https://www.lancers.jp/work/detail/5493275,"▼ コンセプト 「作るだけ」じゃない。データ設計から一緒に考えます。 「Excelツールを作ってほしい」というご依頼、大歓迎です。 ただ、私が最も価値を発揮できるのは、その""前段階""。 ・そもそも、このデータ構造で大丈夫？ ・入力項目、もっとシンプルにできない？ ・将来の拡張を見据えた設計になっている？ こうした「上流」の視点から、一緒に考えます。 ▼ 強み ... 続きを読む"
ランサーズ,Excel VBA,【急募】日繰資金繰表自動算出ツールの開発依頼の仕事 [卸売・小売],"20,000円",20000,,,,,,https://www.lancers.jp/work/detail/5484458,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 Web・システム開発の仕事 Excelマクロ作成・VBA開発の仕事 【急募】日繰資金繰表自動算出ツールの開発依頼の仕事・依頼 この募集は2026年02月08日に終了しました。 【急募】日繰資金繰表自動算出ツールの開発依頼の仕事 [卸売・小売] 【急募】日繰資金繰表自動算出ツールの開発依頼に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Excelマクロ作成・VBA開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 Excelマクロ作成・VBA開発に関連した他の仕事を探す Webシステム開発・プログラミング ソフトウェア・業務システム開発 ゲーム制作・開発 サーバー・ネットワーク構築 データベース設計・構築 プロジェクトマネジメント その他 (システム開発) 株・FX・仮想通貨ツール開発 スクレイピング・データ収集 コード・バグ修正 見積もり募集の結果 募集期間 5日間 提案数 43件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 卸売・小売 提示した予算 20,000円 ~ 50,000円 依頼概要 【依頼概要】 ・依頼の背景： 日々の資金管理を効率化するため、日繰資金繰表を自動で算出できるツールが必要です。手作業では時間がかかり、ミスも多いため、自動化を図りたいと考えています。 ・詳しい依頼内容： Excel VBAまたはマクロを使用して、日繰資金繰表を自動的に算出するツールを作成していただきます。具体的には、収入や支出のデータを入力すると、自動で残高や予測などが表示される機能が求められます。 ・必要なスキル： Excel VBAやマクロに関する知識と経験が必須です。また、Excel関数についても理解していることが望ましいです。 【依頼したい内容】 新規マクロ/VBA作成 【必要な機能】 自動算出機能 【希望するスキル】 Excel関数 Googleスプレッドシート 【依頼先選びで重視する点】 なし 一時停止の理由：委託エンジニアが見つけたため （自動メッセージ）選定期限を経過しても当選決定やキャンセルが行われなかったため、自動キャンセルとなりました。"
ランサーズ,LINE Bot,社内利用するクローラー開発の仕事 [IT・通信・インターネット],"20,000円",20000,,,,,,https://www.lancers.jp/work/detail/5431051,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 Web・システム開発の仕事 Webシステム開発・プログラミングの仕事 社内利用するクローラー開発の仕事・依頼 この募集は2025年11月13日に終了しました。 社内利用するクローラー開発の仕事 [IT・通信・インターネット] 社内利用するクローラー開発に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Webシステム開発・プログラミングに関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 Webシステム開発・プログラミングに関連した他の仕事を探す ソフトウェア・業務システム開発 Excelマクロ作成・VBA開発 ゲーム制作・開発 サーバー・ネットワーク構築 データベース設計・構築 プロジェクトマネジメント その他 (システム開発) 株・FX・仮想通貨ツール開発 スクレイピング・データ収集 コード・バグ修正 見積もり募集の結果 募集期間 3日間 提案数 19件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 IT・通信・インターネット 提示した予算 20,000円 ~ 50,000円 依頼概要 【依頼概要】 ・概要 社内利用するデータ収集用クローラーを作成していただきたいです。 ・経緯 通常のブラウザから閲覧出来たWebページがLINEメニューからのみ閲覧可能となり、既存コードでのクロールが出来なくなったため依頼させていただく運びとなりました。 ・希望する開発言語等 Python Selenium＋Chromedriver＋Beautifulsoup(他のライブラリでないと実装不可の場合はそちらのライブラリで問題ありません) OS共通で動作する物(最終的にLinux上でバッチ処理させる想定です) IPアドレスによるアクセス制限やbot判定を行っている可能性があるため、その辺りの知見がある方を優遇させていただきます。 ・備考 提出していただく成果物はソースコードになります。 (Pythonの実行環境は社内で整っているため、exeファイル等のアプリ化する必要無し) 要件の詳細、開発環境、仕様等の質問がありましたら気軽にお問い合わせください。 【サイトの種類】 社内用システム 【依頼したい業務範囲】 開発 【用意しているもの】 要件定義 【希望するスキル】 Python 【継続した開発が必要か】 継続的に開発を依頼したい 【参考サイトのURL】 なし 【依頼先選びで重視する点】 クオリティ 業務経験・知識 キャンセル理由：ランサーズ上の別依頼で当選が確定したため"
ランサーズ,Shopify,【Shopify】越境ECの初期設定代行（配送・関税・多言語設定のみ / 商品登録前）の仕事 [IT・通信・インターネット],"10,000円",10000,,,,,,https://www.lancers.jp/work/detail/5500294,HP作成やfacebookページ作成代行サービスを行なっています。 又作成だけでなく運営代行サービスも行なってい... もっと見る
ランサーズ,Python 開発,海外仕入れ元サイト→ツールを動かす為のCSVファイルに週1で自動抽出の制作(自動/スクレイピング)の仕事 [卸売・小売],"5,000円",5000,,,,,,https://www.lancers.jp/work/detail/5251319,「AIでサボってます」｜設計力で業務を3分の1に努力量で戦わない。設計で楽する。 自動化は「作ったら終わり」... もっと見る
ランサーズ,スクレイピング,eBay APIを用いた商品リサーチツール開発の仕事 [卸売・小売],"5,000円",5000,,,,,,https://www.lancers.jp/work/detail/5500040,大学卒業後、Sky株式会社に入社し、教育向け商品「SKYMENU」や名刺管理ソフト「SKYPCE」の開発に従事。要... もっと見る
ランサーズ,スクレイピング,【データ抽出/収集】保育施設サイトから施設名を抽出し、都道府県別に一覧化（スプレッドシート）の仕事 [IT・通信・インターネット],"5,000 円",5000,,,,,,https://www.lancers.jp/work/detail/5498543,はじめまして。「インテグラルパッケージ」の吉田篤史と申します。 私たちは「ECサイトやブログを始めてみたいけれど設定や作り方がわからない」という初心者の方に寄り添い、ShopifyやWordpressを用いてサイト制作を3名体制で行うチームです。 私たちは日々、ShopifyやWordPressの最新仕様の確認やエラーパターンの検証を行っています。 「どの設定が最適か」「どうすれば... 続きを読む
ランサーズ,自動化 ツール,【急募】STUDIOのCMS修正・ドメイン設定依頼の仕事 [流通・運輸・交通],"5,000円",5000,,,,,,https://www.lancers.jp/work/detail/5500420,HP作成やfacebookページ作成代行サービスを行なっています。 又作成だけでなく運営代行サービスも行なってい... もっと見る
ランサーズ,Excel VBA,【急募】生産計画の自動調整マクロ作成依頼の仕事 [工業・製造],"5,000円",5000,,,,,,https://www.lancers.jp/work/detail/5492925,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 Web・システム開発の仕事 Excelマクロ作成・VBA開発の仕事 【急募】生産計画の自動調整マクロ作成依頼の仕事・依頼 この募集は2026年03月06日に終了しました。 【急募】生産計画の自動調整マクロ作成依頼の仕事 [工業・製造] 【急募】生産計画の自動調整マクロ作成依頼に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Excelマクロ作成・VBA開発に関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 Excelマクロ作成・VBA開発に関連した他の仕事を探す Webシステム開発・プログラミング ソフトウェア・業務システム開発 ゲーム制作・開発 サーバー・ネットワーク構築 データベース設計・構築 プロジェクトマネジメント その他 (システム開発) 株・FX・仮想通貨ツール開発 スクレイピング・データ収集 コード・バグ修正 見積もり募集の結果 募集期間 13日間 提案数 38件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 工業・製造 提示した予算 5,000円 ~ 10,000円 依頼概要 【依頼概要】 ・依頼の背景： 生産計画の効率化を図るため、自動調整が可能なマクロを必要としています。手動での調整に時間がかかるため業務改善を目指しています。 ・詳しい依頼内容： 生産必要量があるので、制約やキャパシティを考慮しながら日々の生産計画へ調整します ・必要なスキル： Excel VBAの知識と経験が必須です。 【依頼したい内容】 新規マクロ/VBA作成 【必要な機能】 自動調整機能 【希望するスキル】 Excel関数 【依頼先選びで重視する点】 予算 柔軟な対応 納期 キャンセル理由： 良い提案がなかったため 良い人が見つからなかったため"
ランサーズ,AI開発,不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）の仕事 [IT・通信・インターネット],"5,000円",5000,,,,,,https://www.lancers.jp/work/detail/5489563,"クラウドソーシング ランサーズ 仕事を探す システム開発・運用の仕事 Web・システム開発の仕事 Webシステム開発・プログラミングの仕事 不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）の仕事・依頼 この募集は2026年02月13日に終了しました。 不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）の仕事 [IT・通信・インターネット] 不動産管理システム開発エンジニア募集（AI駆動開発 × PoC / MVP）に関する仕事・募集案件ページです。クラウドソーシングのランサーズで、Webシステム開発・プログラミングに関する最適な外注/発注先をお探しの方、副業案件・求人をお探しのフリーランスの方はまず会員登録がおすすめです。 Webシステム開発・プログラミングに関連した他の仕事を探す ソフトウェア・業務システム開発 Excelマクロ作成・VBA開発 ゲーム制作・開発 サーバー・ネットワーク構築 データベース設計・構築 プロジェクトマネジメント その他 (システム開発) 株・FX・仮想通貨ツール開発 スクレイピング・データ収集 コード・バグ修正 見積もり募集の結果 募集期間 3日間 提案数 20件 当選人数 0 件 (募集人数1人) この案件の内容を参考に募集する 案件に提案したい 見積もり募集の内容 依頼主の業種 IT・通信・インターネット 提示した予算 5,000円 ~ 10,000円 依頼概要 ■ 募集概要（日本人エンジニア限定） 不動産管理業務に特化したオリジナル業務システムの開発に伴い、 要件定義から設計・実装・運用まで一貫して対応できるエンジニアを募集します。 本プロジェクトでは、Cursor / Claude Code / GitHub Copilot などの AI開発支援ツールを活用し、PoC・MVP開発を起点に、 段階的に本格システムへと進化させる開発スタイルを採用しています。 まずは小規模なテスト案件から参画いただき、 成果・技術力・コミュニケーションの相性を確認した上で、 本開発プロジェクトへの本格参画を予定しています。 技術力だけでなく、要件理解力・課題解決力・コミュニケーション力を重視します。 ──────────────────── ■ 業務内容 【不動産管理システムのフルスクラッチ開発】 ・物件管理（賃貸・売買・契約情報の一元管理） ・入居者／オーナー管理（顧客情報・履歴管理） ・契約管理（契約更新、解約、書類管理） ・家賃／請求管理（自動計算、帳票出力） ・修繕／問い合わせ管理（業務フローの自動化） ・KPIダッシュボード（稼働率、収益分析、権限管理） ・業務特化型AIチャットボットの設計・実装 ・外部サービス連携（会計システム、Google Calendar、LINE等） ──────────────────── ■ 要件定義・設計 ・クライアントへのヒアリング、業務課題の整理 ・業務フロー設計、システム設計、技術選定 ・プロトタイプ作成と改善を繰り返すアジャイル開発 ──────────────────── ■ AI駆動開発 ・Cursor / Claude Code / GitHub Copilot を活用した高速開発 ・AI生成コードのレビュー、リファクタリング、品質担保 ──────────────────── ■ インフラ・デプロイ ・AWS / GCP / Vercel / Supabase 等を用いたシステム構築・運用 ・得意領域を中心に担当（すべて対応する必要はありません） ──────────────────── ■ プロジェクトの特徴 ・不動産業務に特化したオリジナルSaaS開発 ・PoC / MVP開発を中心とした段階的な開発プロセス ・小規模テスト案件 → 本開発へのステップアップ ・開発期間：1ヶ月〜6ヶ月程度 ・少人数チームで裁量を持って開発 ・フルリモート可 ・長期継続案件の可能性あり ──────────────────── ■ 必須スキル ・Webアプリケーション開発の実務経験（1年以上） ・フルスクラッチ開発経験 ・Git / GitHub を用いた開発経験 ・AI開発支援ツールの利用経験（Cursor / Copilot / Claude等） ・技術内容を論理的に説明できるコミュニケーション能力 ──────────────────── ■ 歓迎スキル ・要件定義〜デプロイまで一貫して対応できる方 ・業務システム開発経験（不動産、CRM、ERP、勤怠管理など） ・外部API連携の実装経験（LINE、Google API、"
ランサーズ,LINE Bot,【急募】LINE WORKSで定期メッセージ配信ツール作成依頼の仕事 [コンサルティング・シンクタンク],"5,000 円",5000,,,,,,https://www.lancers.jp/work/detail/5403166,基本的には 　・Excel VBAでの開発 　・GAS（スプレッドシート）での開発 　・Pythonでの開発 を行っております。 ご要望があればWindows用ソフト開発も行いますのでその旨ご連絡ください。 過去にフリーソフトの作成を行っていました。 雑誌等で取り上げられたソフトもあります。 現在サイトは閉鎖しています。 作成ソフトで検索していただければサイトでの紹介記事が... 続きを読む
